id,stackName,className
21118,Steam Carpenter,SteamCarpenter
21119,Stone Superheater,SteamLavaMaker
21120,Steam Manufacturer,SteamManufacturer
21121,Steam Cobbler,SteamRockBreaker
21122,Steam Woodcutter,SteamWoodcutter
21123,Steam Extractinator,SteamExtractinator
21124,Hyper Pressure Reactor,SteamFusionReactor
21125,Compact Hyper Pressure Reactor,HighPressureSteamFusionReactor
21126,Infernal Coke Oven,SteamInfernalCokeOven
21127,Integrated Assembly Facility,IntegratedAssemblyFacility
21128,Circuit Component Assembly Line,CircuitComponentAssemblyLine
21129,Nano Phagocytosis Plant,NanoPhagocytosisPlant
21130,Magnetic Energy Reaction Furnace,MagneticEnergyReactionFurnace
21131,Nanites Integrated Processing Center,NanitesIntegratedProcessingCenter
21132,Bioengineering Module,BioengineeringModule
21133,Polymer Twisting Module,PolymerTwistingModule
21134,Ore Extraction Module,OreExtractionModule
21135,Super Space Elevator,SuperSpaceElevator
21136,Large Bio Lab,LargeBioLab
21137,Large Gas Collector,LargeGasCollector
21138,Eternal GregTech Workshop,EternalGregTechWorkshop
21139,EGTW - Fusion Reactor Module,EGTWFusionModule
21140,Space Assembler,SpaceAssembler
21141,Engraving Laser Plant,EngravingLaserPlant
21142,Vortex Matter Centrifuge,VortexMatterCentrifuge
21143,Superconducting Electromagnetism,SuperconductingElectromagnetism
21144,Field Forge Press,FieldForgePress
21145,Superconducting Magnetic Presser,SuperconductingMagneticPresser
21146,Heavy Rolling,HeavyRolling
21147,High Energy Laser Lathe,HighEnergyLaserLathe
21148,Mega Mixer,MegaMixer
21149,Steam Elevator Beacon Module I,SteamBeaconModule
21150,Steam Elevator Beacon Module II,SteamBeaconModule
21151,Steam Elevator Beacon Module III,SteamBeaconModule
21152,Nanites Circuit Assembly Factory,NanitesCircuitAssemblyFactory
21153,EGTW - EOH Module,ETGWEyeOfHarmonyModule
21154,Aetron Pressor,AetronPressor
21155,Steam Elevator,SteamElevator
21156,Steam Monster Repellator Module I,SteamMonsterRepellentModule
21157,Steam Monster Repellator Module II,SteamMonsterRepellentModule
21158,Steam Monster Repellator Module III,SteamMonsterRepellentModule
21159,Steam Flight Module,SteamFlightModule
21160,Steam Weather Module,SteamWeatherModule
21161,Nano Assembler Mark-50,NanoAssemblerMarkL
21162,High Performance Computation Array,HighPerformanceComputationArray
21163,Eye Of Harmony Injector,EyeOfHarmonyInjector
21164,Compound Extreme Cooling Unit,CompoundExtremeCoolingUnit
21165,Steam Ore Processing Module,SteamOreProcessorModule
21166,Large Steam Lathe,LargeSteamLathe
21167,Large Steam Cutting,LargeSteamCutting
21168,Steam Item Vault,SteamItemVault
21169,Updraft kiln,PrimitiveBrickKiln
21170,Singularity Data Hub,SingularityDataHub
21171,Electrocell Generator,ElectrocellGenerator
21172,Solar Blazing Alloy Smelter,FOGAlloySmelterModule
21173,Solar Focused Fusion Core,FOGAlloyBlastSmelterModule
21174,Solar Thermo-Extraction Unit,FOGExtractorModule
21175,Steam Entity Crusher Module,SteamEntityCrusherModule
21176,Steam-Powered Apiary Module,SteamApiaryModule
21177,Steam Bee Breeding Module,SteamBeeBreedingModule
21178,Steam Greenhouse Planting Module,SteamGreenhouseModule
21179,Rocket Assembler,RocketAssembler
21180,Steam Oil Drill Module I,SteamOilDrillModule
21181,Steam Oil Drill Module II,SteamOilDrillModule
21182,Steam Oil Drill Module III,SteamOilDrillModule
21183,Advanced Rare Earth Centrifugal,AdvancedRareEarthCentrifugal
21184,Mass Fabricator,MassFabricator
21185,Advanced Mass Fabricator,AdvancedMassFabricator
21186,Horizontal Compressor,HorizontalCompressor
21187,Mega Vacuum Drying Furnace,MegaVacuumDryingFurnace
21188,Mega Bath Tank,MegaBathTank
21189,Mega Canner,MegaCanner
21190,Compound Distillation Fractionator,CompoundDistillationFractionator
21191,Mega Brewer,MegaBrewer
21192,Microorganism Master,MicroorganismMaster
21193,Molten Core,MoltenCore
21194,Crystal Builder,CrystalBuilder
21195,Large Rock Crusher,LargeRockCrusher
21196,Phase Change Cube,PhaseChangeCube
21197,Mantle Crusher,MantleCrusher
21198,Smart Sifting Hub,SmartSiftingHub
21199,Giant Electrochemical Workstation,GiantElectrochemicalWorkstation
21200,Gemini Containment System,GeminiContainmentSystem
21201,Extreme Compressor,ExtremeCompressor
21202,Extreme Electric Furnace,ExtremeElectricFurnace
21203,Data Center,DataCenter
21204,Kerr Newman Homogenizer,KerrNewmanHomogenizer
21205,Large Steam Bender,LargeSteamBending
21501,Mana Input Hatch,CustomFluidHatch
21502,Ice Input Hatch,CustomFluidHatch
21503,Blaze Input Hatch,CustomFluidHatch
21504,Super Pattern Input Assembly (ME),SuperCraftingInputHatchME
21505,Super Pattern Input Bus (ME),SuperCraftingInputHatchME
21506,Humongous Solidifier Hatch,HumongousSolidifierHatch
21507,Debug Energy Hatch,DebugEnergyHatch
21508,Ninefold Input Hatch (EV),NinefoldInputHatch
21509,Ninefold Input Hatch (IV),NinefoldInputHatch
21510,Ninefold Input Hatch (LuV),NinefoldInputHatch
21511,Ninefold Input Hatch (ZPM),NinefoldInputHatch
21512,Ninefold Input Hatch (UV),NinefoldInputHatch
21513,Ninefold Input Hatch (UHV),NinefoldInputHatch
21514,Ninefold Input Hatch (UEV),NinefoldInputHatch
21515,Ninefold Input Hatch (UIV),NinefoldInputHatch
21516,Ninefold Input Hatch (UMV),NinefoldInputHatch
21517,Ninefold Input Hatch (UXV),NinefoldInputHatch
21518,Ninefold Input Hatch (MAX),NinefoldInputHatch
21519,Humongous Ninefold Input Hatch,HumongousNinefoldInputHatch
21520,Input Assembly (LV),DualInputHatch
21521,Input Assembly (MV),DualInputHatch
21522,Input Assembly (HV),DualInputHatch
21523,Input Assembly (EV),DualInputHatch
21524,Input Assembly (IV),DualInputHatch
21525,Input Assembly (LuV),DualInputHatch
21526,Input Assembly (ZPM),DualInputHatch
21527,Input Assembly (UV),DualInputHatch
21528,Input Assembly (UHV),DualInputHatch
21529,Input Assembly (UEV),DualInputHatch
21530,Input Assembly (UIV),DualInputHatch
21531,Input Assembly (UMV),DualInputHatch
21532,Input Assembly (UXV),DualInputHatch
21533,Input Assembly (MAX),DualInputHatch
21534,Super Pattern Input Mirror,SuperCraftingInputProxy
21535,Super Data Access Hatch,SuperDataAccessHatch
21536,Humongous Input Assembly (LV),HumongousDualInputHatch
21537,Humongous Input Assembly (MV),HumongousDualInputHatch
21538,Humongous Input Assembly (HV),HumongousDualInputHatch
21539,Humongous Input Assembly (EV),HumongousDualInputHatch
21540,Humongous Input Assembly (IV),HumongousDualInputHatch
21541,Humongous Input Assembly (LuV),HumongousDualInputHatch
21542,Humongous Input Assembly (ZPM),HumongousDualInputHatch
21543,Humongous Input Assembly (UV),HumongousDualInputHatch
21544,Humongous Input Assembly (UHV),HumongousDualInputHatch
21545,Humongous Input Assembly (UEV),HumongousDualInputHatch
21546,Humongous Input Assembly (UIV),HumongousDualInputHatch
21547,Humongous Input Assembly (UMV),HumongousDualInputHatch
21548,Humongous Input Assembly (UXV),HumongousDualInputHatch
21549,Humongous Input Assembly (MAX),HumongousDualInputHatch
21919,Cheat's Ultimate Ore Processing Factory,CheatOreProcessingFactory
21920,Great Ming Technology,NineIndustrialMultiMachine
22000,Programmable Dual Input Hatch (ULV),DualInputHatch
22001,Programmable Dual Input Hatch (LV),DualInputHatch
22002,Programmable Dual Input Hatch (MV),DualInputHatch
22003,Programmable Dual Input Hatch (HV),DualInputHatch
22004,Programmable Dual Input Hatch (EV),DualInputHatch
22005,Programmable Dual Input Hatch (IV),DualInputHatch
22006,Programmable Dual Input Hatch (LuV),DualInputHatch
22007,Programmable Dual Input Hatch (ZPM),DualInputHatch
22008,Programmable Dual Input Hatch (UV),DualInputHatch
22009,Programmable Dual Input Hatch (UHV),DualInputHatch
22010,Programmable Dual Input Hatch (UEV),DualInputHatch
22011,Programmable Dual Input Hatch (UIV),DualInputHatch
22012,Programmable Dual Input Hatch (UMV),DualInputHatch
22013,Programmable Dual Input Hatch (UXV),DualInputHatch
22014,Programmable Dual Input Hatch (MAX),DualInputHatch
22016,Programmable Multifluid Dual Input Hatch (ULV),DualInputHatch
22017,Programmable Multifluid Dual Input Hatch (LV),DualInputHatch
22018,Programmable Multifluid Dual Input Hatch (MV),DualInputHatch
22019,Programmable Multifluid Dual Input Hatch (HV),DualInputHatch
22020,Programmable Multifluid Dual Input Hatch (EV),DualInputHatch
22021,Programmable Multifluid Dual Input Hatch (IV),DualInputHatch
22022,Programmable Multifluid Dual Input Hatch (LuV),DualInputHatch
22023,Programmable Multifluid Dual Input Hatch (ZPM),DualInputHatch
22024,Programmable Multifluid Dual Input Hatch (UV),DualInputHatch
22025,Programmable Multifluid Dual Input Hatch (UHV),DualInputHatch
22026,Programmable Multifluid Dual Input Hatch (UEV),DualInputHatch
22027,Programmable Multifluid Dual Input Hatch (UIV),DualInputHatch
22028,Programmable Multifluid Dual Input Hatch (UMV),DualInputHatch
22029,Programmable Multifluid Dual Input Hatch (UXV),DualInputHatch
22030,Programmable Multifluid Dual Input Hatch (MAX),DualInputHatch
22032,Programmable Buffered Dual Input Hatch (ULV),BufferedDualInputHatch
22033,Programmable Buffered Dual Input Hatch (LV),BufferedDualInputHatch
22034,Programmable Buffered Dual Input Hatch (MV),BufferedDualInputHatch
22035,Programmable Buffered Dual Input Hatch (HV),BufferedDualInputHatch
22036,Programmable Buffered Dual Input Hatch (EV),BufferedDualInputHatch
22037,Programmable Buffered Dual Input Hatch (IV),BufferedDualInputHatch
22038,Programmable Buffered Dual Input Hatch (LuV),BufferedDualInputHatch
22039,Programmable Buffered Dual Input Hatch (ZPM),BufferedDualInputHatch
22040,Programmable Buffered Dual Input Hatch (UV),BufferedDualInputHatch
22041,Programmable Buffered Dual Input Hatch (UHV),BufferedDualInputHatch
22042,Programmable Buffered Dual Input Hatch (UEV),BufferedDualInputHatch
22043,Programmable Buffered Dual Input Hatch (UIV),BufferedDualInputHatch
22044,Programmable Buffered Dual Input Hatch (UMV),BufferedDualInputHatch
22045,Programmable Buffered Dual Input Hatch (UXV),BufferedDualInputHatch
22046,Programmable Buffered Dual Input Hatch (MAX),BufferedDualInputHatch
22048,Programming Circuit Provider (T1),ProgrammingCircuitProvider
22049,Dual Input Slave,DualInputHatchSlave
22050,Remote Input Bus,RemoteInputBus
22051,Programmable Advanced Buffered Multifluid Dual Input Hatch (ULV),BufferedDualInputHatch
22052,Programmable Advanced Buffered Multifluid Dual Input Hatch (LV),BufferedDualInputHatch
22053,Programmable Advanced Buffered Multifluid Dual Input Hatch (MV),BufferedDualInputHatch
22054,Programmable Advanced Buffered Multifluid Dual Input Hatch (HV),BufferedDualInputHatch
22055,Programmable Advanced Buffered Multifluid Dual Input Hatch (EV),BufferedDualInputHatch
22056,Programmable Advanced Buffered Multifluid Dual Input Hatch (IV),BufferedDualInputHatch
22057,Programmable Advanced Buffered Multifluid Dual Input Hatch (LuV),BufferedDualInputHatch
22058,Programmable Advanced Buffered Multifluid Dual Input Hatch (ZPM),BufferedDualInputHatch
22059,Programmable Advanced Buffered Multifluid Dual Input Hatch (UV),BufferedDualInputHatch
22060,Programmable Advanced Buffered Multifluid Dual Input Hatch (UHV),BufferedDualInputHatch
22061,Programmable Advanced Buffered Multifluid Dual Input Hatch (UEV),BufferedDualInputHatch
22062,Programmable Advanced Buffered Multifluid Dual Input Hatch (UIV),BufferedDualInputHatch
22063,Programmable Advanced Buffered Multifluid Dual Input Hatch (UMV),BufferedDualInputHatch
22064,Programmable Advanced Buffered Multifluid Dual Input Hatch (UXV),BufferedDualInputHatch
22065,Programmable Advanced Buffered Multifluid Dual Input Hatch (MAX),BufferedDualInputHatch
22067,Remote Input Hatch,RemoteInputHatch
22068,Superfluid Dual Input Hatch,
22069,Programmable Crafting Input Buffer,PatternDualInputHatch
22070,Tenacious Ouput Bus (ULV),FilterOutputBus
22071,Tenacious Ouput Bus (LV),FilterOutputBus
22072,Tenacious Ouput Bus (MV),FilterOutputBus
22073,Tenacious Ouput Bus (HV),FilterOutputBus
22074,Filter Ouput Bus (ULV),FilterOutputBus
22075,Filter Ouput Bus (LV),FilterOutputBus
22076,Filter Ouput Bus (MV),FilterOutputBus
22077,Filter Ouput Bus (HV),FilterOutputBus
22079,Ingredient Buffer (T0),IngredientBuffer
22080,Ingredient Buffer (T1),IngredientBuffer
22081,Water Provider,WaterProvider
22082,Automatable Focus Input Bus (ME),NBTHatchMEFocus
22083,Automatable Data Orb Repository,AutoDataOrbHatch
22084,Automatable Catalyst Housing (ME),NBTHatchMECatalyst
22085,Stocking Dual Input Hatch (ME),StockingDualInputHatchME
22086,Advanced Stocking Dual Input Hatch (ME),StockingDualInputHatchME
22087,Phantom Input Bus,PhantomInputBus
22090,Crafting CPU,TileCPU
22100,Programmable Buffered Multifluid Dual Input Hatch (ULV),BufferedDualInputHatch
22101,Programmable Buffered Multifluid Dual Input Hatch (LV),BufferedDualInputHatch
22102,Programmable Buffered Multifluid Dual Input Hatch (MV),BufferedDualInputHatch
22103,Programmable Buffered Multifluid Dual Input Hatch (HV),BufferedDualInputHatch
22104,Programmable Buffered Multifluid Dual Input Hatch (EV),BufferedDualInputHatch
22105,Programmable Buffered Multifluid Dual Input Hatch (IV),BufferedDualInputHatch
22106,Programmable Buffered Multifluid Dual Input Hatch (LuV),BufferedDualInputHatch
22107,Programmable Buffered Multifluid Dual Input Hatch (ZPM),BufferedDualInputHatch
22108,Programmable Buffered Multifluid Dual Input Hatch (UV),BufferedDualInputHatch
22109,Programmable Buffered Multifluid Dual Input Hatch (UHV),BufferedDualInputHatch
22110,Programmable Buffered Multifluid Dual Input Hatch (UEV),BufferedDualInputHatch
22111,Programmable Buffered Multifluid Dual Input Hatch (UIV),BufferedDualInputHatch
22112,Programmable Buffered Multifluid Dual Input Hatch (UMV),BufferedDualInputHatch
22113,Programmable Buffered Multifluid Dual Input Hatch (UXV),BufferedDualInputHatch
22114,Programmable Buffered Multifluid Dual Input Hatch (MAX),BufferedDualInputHatch
22116,Large Programming Circuit Provider,LargeProgrammingCircuitProvider
22117,Provider Access Hatch,ProviderChainer
22118,Programming Circuit Provider (T0),ProgrammingCircuitProvider
22119,ME Super Chest I,SuperChestME
22120,ME Super Chest II,SuperChestME
22121,ME Super Chest III,SuperChestME
22122,ME Super Chest IV,SuperChestME
22123,ME Super Chest V,SuperChestME
22124,ME Quantum Chest I,SuperChestME
22125,ME Quantum Chest II,SuperChestME
22126,ME Quantum Chest III,SuperChestME
22127,ME Quantum Chest IV,SuperChestME
22128,ME Quantum Chest V,SuperChestME
22130,Programmable Crafting Input Bus,
22131,ME Super Tank I,SuperTankME
22132,ME Super Tank II,SuperTankME
22133,ME Super Tank III,SuperTankME
22134,ME Super Tank IV,SuperTankME
22135,ME Super Tank V,SuperTankME
22136,ME Quantum Tank I,SuperTankME
22137,ME Quantum Tank II,SuperTankME
22138,ME Quantum Tank III,SuperTankME
22139,ME Quantum Tank IV,SuperTankME
22140,ME Quantum Tank V,SuperTankME
22142,Electric Ingredient Distributor(WIP),IngredientDistributor
22143,Prefabricated Circuit Provider(Programmed Circuit),ProgrammingCircuitProviderPrefabricated
22144,Prefabricated Circuit Provider(Mold),ProgrammingCircuitProviderPrefabricated
22145,Prefabricated Circuit Provider(Slicer),ProgrammingCircuitProviderPrefabricated
22146,Prefabricated Circuit Provider(Extruder),ProgrammingCircuitProviderPrefabricated
22147,Prefabricated Circuit Provider(White Dwarf Extruder),ProgrammingCircuitProviderPrefabricated
22148,Prefabricated Circuit Provider(Lens),ProgrammingCircuitProviderPrefabricated
22150,Multi-circuit Input Bus (ULV),MultiCircuitInputBus
22151,Multi-circuit Input Bus (LV),MultiCircuitInputBus
22152,Multi-circuit Input Bus (MV),MultiCircuitInputBus
22153,Multi-circuit Input Bus (HV),MultiCircuitInputBus
22162,Data Access Hatch (ME),DataHatchME
22163,Restricted Stocking Input Hatch (ME),RestrictedInputHatchME
22164,Restricted Stocking Input Bus (ME),RestrictedInputBusME
22165,Programmable Dual Input Hub (ME),DualInputHachOC
22166,Dual Inventory Mapping Slave,DualInputHatchInventoryMappingSlave
22167,Dual Inventory Mapping Slave (ME),PatternDualInputHatchInventoryMappingSlave
22168,Item Input Slave,DualInputHatchSlaveBus
22169,Fluid Input Slave,DualInputHatchSlaveHatch
22170,Statusbus Communication Port,CommunicationPortHatch
22171,Assline Decoy Stocking Input Bus (ME),DecoyInputBusME
22172,Assline Decoy Stocking Input Hatch (ME),DecoyInputHatchME
22173,Priority Filtering Stocking Input Bus (ME),PriorityFilterInputBusME
22174,Priority Filtering Stocking Input Hatch (ME),PriorityFilterInputHatchME
22175,Void Output Hatch,VoidOutputHatch
22176,Void Output Bus,VoidOutputBus
22177,Storage Output Bus (ME),StorageOutputBus
22178,Storage Output Hatch (ME),StorageOutputHatch
22179,Programmable Crafting Input Buffer MK.II,
22501,Basic Steam Turbine,SteamTurbine
22502,Advanced Steam Turbine,SteamTurbine
22503,Advanced Steam Turbine II,SteamTurbine
22504,Steam Assembler,SteamAssemblerBronze
22505,High-Pressure Steam Assembler,SteamAssemblerSteel
22506,1x Stargate Wire,MTECable
22507,2x Stargate Wire,MTECable
22508,4x Stargate Wire,MTECable
22509,8x Stargate Wire,MTECable
22510,12x Stargate Wire,MTECable
22511,16x Stargate Wire,MTECable
22518,Large Steam Hatch,CustomFluidHatch
22519,Tiny Blue Alloy Item Pipe,MTEItemPipe
22520,Small Blue Alloy Item Pipe,MTEItemPipe
22521,Blue Alloy Item Pipe,MTEItemPipe
22522,Large Blue Alloy Item Pipe,MTEItemPipe
22523,Huge Blue Alloy Item Pipe,MTEItemPipe
22524,Mana Tank,ManaTank
22525,Diluted Mana Dynamo Hatch,ManaDynamoHatch
22526,Mana Dynamo Hatch,ManaDynamoHatch
22527,Mythical Dynamo Hatch,ManaDynamoHatch
22528,Gaia Dynamo Hatch,ManaDynamoHatch
22529,Tiny Compressed Steam Fluid Pipe,MTEFluidPipe
22530,Small Compressed Steam Fluid Pipe,MTEFluidPipe
22531,Compressed Steam Fluid Pipe,MTEFluidPipe
22532,Large Compressed Steam Fluid Pipe,MTEFluidPipe
22533,Huge Compressed Steam Fluid Pipe,MTEFluidPipe
22534,Tiny Stronze Fluid Pipe,MTEFluidPipe
22535,Small Stronze Fluid Pipe,MTEFluidPipe
22536,Stronze Fluid Pipe,MTEFluidPipe
22537,Large Stronze Fluid Pipe,MTEFluidPipe
22538,Huge Stronze Fluid Pipe,MTEFluidPipe
22539,Tiny Breel Fluid Pipe,MTEFluidPipe
22540,Small Breel Fluid Pipe,MTEFluidPipe
22541,Breel Fluid Pipe,MTEFluidPipe
22542,Large Breel Fluid Pipe,MTEFluidPipe
22543,Huge Breel Fluid Pipe,MTEFluidPipe
22544,Diluted Mana Energy Hatch,ManaEnergyHatch
22545,Mana Energy Hatch,ManaEnergyHatch
22546,Mythical Energy Hatch,ManaEnergyHatch
22547,Gaia Energy Hatch,ManaEnergyHatch
22548,Parallel Controller Hatch (LV),ParallelControllerHatch
22549,Parallel Controller Hatch (MV),ParallelControllerHatch
22550,Parallel Controller Hatch (HV),ParallelControllerHatch
22551,Parallel Controller Hatch (EV),ParallelControllerHatch
22552,Parallel Controller Hatch (IV),ParallelControllerHatch
22553,Parallel Controller Hatch (LuV),ParallelControllerHatch
22554,Parallel Controller Hatch (ZPM),ParallelControllerHatch
22555,Parallel Controller Hatch (UV),ParallelControllerHatch
22556,Parallel Controller Hatch (UHV),ParallelControllerHatch
22557,Parallel Controller Hatch (UEV),ParallelControllerHatch
22558,Parallel Controller Hatch (UIV),ParallelControllerHatch
22559,Parallel Controller Hatch (UMV),ParallelControllerHatch
22560,Parallel Controller Hatch (UXV),ParallelControllerHatch
22561,Parallel Controller Hatch (MAX),ParallelControllerHatch
22562,Basic Gas Collector,MTEBasicMachineWithRecipe
22563,Advanced Gas Collector,MTEBasicMachineWithRecipe
22564,Advanced Gas Collector II,MTEBasicMachineWithRecipe
22565,Advanced Gas Collector III,MTEBasicMachineWithRecipe
22566,Elite Gas Collector,MTEBasicMachineWithRecipe
22567,Elite Gas Collector II,MTEBasicMachineWithRecipe
22568,Elite Gas Collector III,MTEBasicMachineWithRecipe
22569,Ultimate Gas Collector,MTEBasicMachineWithRecipe
22570,Epic Gas Collector,MTEBasicMachineWithRecipe
22571,Epic Gas Collector II,MTEBasicMachineWithRecipe
22572,Epic Gas Collector III,MTEBasicMachineWithRecipe
22573,Epic Gas Collector IV,MTEBasicMachineWithRecipe
22574,Legendary Gas Collector,MTEBasicMachineWithRecipe
22575,Tap Dynamo Hatch (LV),TapDynamoHatch
22576,Pipeless Steam Hatch,WirelessSteamEnergyHatch
22577,Pipeless Steam Vent,WirelessSteamDynamoHatch
22578,Pipeless Jetstream Hatch,WirelessSteamEnergyHatch
22579,Pipeless Jetstream Vent,WirelessSteamDynamoHatch
22580,Auto Configuration MaintenanceHatch,CustomMaintenanceHatch
22581,Explosion Dynamo Hatch,ExplosionDynamoHatch
22582,Debug Research Station,DebugResearchStation
22583,Super Stocking Input Bus (ME),SuperInputBusME
22584,Advanced Super Stocking Input Bus (ME),SuperInputBusME
22585,Super Stocking Input Hatch (ME),SuperInputHatchME
22586,Advanced Super Stocking Input Hatch (ME),SuperInputHatchME
22587,Replicator,Replicator
22588,Oredict Stocking Input Bus (ME),OredictInputBusME
22589,Enchanting,Enchanting
22590,Nanites Input Bus,NanitesInputBus
22591,Vault Port Assembly,VaultPortHatch
22592,Input Hatch (Steam),OriginalInputHatch
22593,Output Hatch (Steam),OriginalOutputHatch
22594,Super Void Bus,SuperVoidBus
22595,Super Void Hatch,SuperVoidHatch
22596,Debug Data Access Hatch,DebugDataAccessHatch
22597,Basic Gas Turbine,GasTurbine
22598,Advanced Gas Turbine,GasTurbine
22599,Advanced Gas Turbine II,GasTurbine
22600,Basic Combustion Generator,DieselGenerator
22601,Advanced Combustion Generator,DieselGenerator
22602,Advanced Combustion Generator II,DieselGenerator
22603,Universal Flux Transfer Node,EnergyTransferNode
22604,Loot Bag Redemption Machine,LootBagRedemption
22605,Filtered Stocking Input Bus (ME),TypeFilteredInputBusME
22606,Humongous Output Bus (LV),HumongousOutputBus
22607,Humongous Output Bus (MV),HumongousOutputBus
22608,Humongous Output Bus (HV),HumongousOutputBus
22609,Humongous Output Bus (EV),HumongousOutputBus
22610,Humongous Output Bus (IV),HumongousOutputBus
22611,Humongous Output Bus (LuV),HumongousOutputBus
22612,Humongous Output Bus (ZPM),HumongousOutputBus
22613,Humongous Output Bus (UV),HumongousOutputBus
22614,Humongous Output Bus (UHV),HumongousOutputBus
22615,Humongous Output Bus (UEV),HumongousOutputBus
22616,Humongous Output Bus (UIV),HumongousOutputBus
22617,Humongous Output Bus (UMV),HumongousOutputBus
22618,Humongous Output Bus (UXV),HumongousOutputBus
22619,Humongous Output Bus (MAX),HumongousOutputBus
22620,Super Stocking Input Assembly (ME),SuperDualInputHatchME
22621,Advanced Super Stocking Input Assembly (ME),SuperDualInputHatchME
22622,MAX Energy Hatch,MTEHatchEnergy
22623,LV 4A Energy Hatch,MTEHatchEnergyMulti
22624,MV 4A Energy Hatch,MTEHatchEnergyMulti
22625,HV 4A Energy Hatch,MTEHatchEnergyMulti
22626,LV 16A Energy Hatch,MTEHatchEnergyMulti
22627,MV 16A Energy Hatch,MTEHatchEnergyMulti
22628,HV 16A Energy Hatch,MTEHatchEnergyMulti
22629,LV 64A Energy Hatch,MTEHatchEnergyMulti
22630,MV 64A Energy Hatch,MTEHatchEnergyMulti
22631,HV 64A Energy Hatch,MTEHatchEnergyMulti
22632,MAX 4A Energy Hatch,MTEHatchEnergyMulti
22633,MAX 16A Energy Hatch,MTEHatchEnergyMulti
22634,MAX 64A Energy Hatch,MTEHatchEnergyMulti
22635,"IV 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22636,"IV 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22637,"LuV 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22638,"LuV 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22639,"ZPM 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22640,"ZPM 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22641,"UV 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22642,"UV 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22643,"UHV 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22644,"UHV 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22645,"UEV 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22646,"UEV 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22647,"UIV 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22648,"UIV 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22649,"UMV 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22650,MAX 256A/t Laser Target Hatch,MTEHatchEnergyTunnel
22651,"MAX 1,024A/t Laser Target Hatch",MTEHatchEnergyTunnel
22652,"MAX 4,096A/t Laser Target Hatch",MTEHatchEnergyTunnel
22653,"MAX 16,384A/t Laser Target Hatch",MTEHatchEnergyTunnel
22654,"MAX 65,536A/t Laser Target Hatch",MTEHatchEnergyTunnel
22655,"MAX 262,144A/t Laser Target Hatch",MTEHatchEnergyTunnel
22656,"MAX 1,048,576A/t Laser Target Hatch",MTEHatchEnergyTunnel
22657,"MAX 4,194,304A/t Laser Target Hatch",MTEHatchEnergyTunnel
22658,"MAX 16,777,216A/t Laser Target Hatch",MTEHatchEnergyTunnel
22659,"IV 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22660,"IV 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22661,"LuV 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22662,"LuV 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22663,"ZPM 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22664,"ZPM 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22665,"UV 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22666,"UV 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22667,"UHV 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22668,"UHV 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22669,"UEV 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22670,"UEV 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22671,"UIV 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22672,"UIV 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22673,"UMV 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22674,MAX 256A/t Laser Source Hatch,MTEHatchDynamoTunnel
22675,"MAX 1,024A/t Laser Source Hatch",MTEHatchDynamoTunnel
22676,"MAX 4,096A/t Laser Source Hatch",MTEHatchDynamoTunnel
22677,"MAX 16,384A/t Laser Source Hatch",MTEHatchDynamoTunnel
22678,"MAX 65,536A/t Laser Source Hatch",MTEHatchDynamoTunnel
22679,"MAX 262,144A/t Laser Source Hatch",MTEHatchDynamoTunnel
22680,"MAX 1,048,576A/t Laser Source Hatch",MTEHatchDynamoTunnel
22681,"MAX 4,194,304A/t Laser Source Hatch",MTEHatchDynamoTunnel
22682,"MAX 16,777,216A/t Laser Source Hatch",MTEHatchDynamoTunnel
22683,4A LV Wireless Energy Hatch,MTEHatchWirelessMulti
